22,ssh
53,dnsmasq
80,apache2
3260,tgtd
3306,mysql
3333,nova-objectstore
35357,keystone
38613,NameNode
43254,JobTracker
4369,epmd
43875,TaskTracker
5000,keystone
50010,DataNode
50030,JobTracker-web
50060,TaskTracker-web
50070,NameNode-web
50090,SecondaryNameNode
52555,rabbitmq
54310,NameNode
54311,JobTracker
5672,rabbitmq
60611,SecondaryNameNode
6080,nova-novncproxy
8140,puppet
8773,nova-api
8774,nova-api
8775,nova-api
9191,glance-registry
9292,glance-api
11211,memcached

